_id,crop_name,crop_area_prev_yr_acre,productivity_in_quintals_per_acre,__id
635fdb8ed9e7a65e640a2eb4,rice,0.2,3.0,635fdb8cd9e7a65e640a2ea7
635fdc47d9e7a65e640a2ec6,rice,0.2,3.0,635fdc45d9e7a65e640a2eb9
635fdd1ed9e7a65e640a2ed8,rice,0.2,3.0,635fdd1cd9e7a65e640a2ecb
635fde8ad9e7a65e640a2eea,rice,0.2,3.0,635fde87d9e7a65e640a2edd
6362809e38c35e7e6511e0c5,rice,0.2,3.0,6362809d38c35e7e6511e0b8
6362820b57d5b378c58d2147,rice,0.2,3.0,6362820957d5b378c58d213a
636283bcb49a50e9eb905b12,rice,0.2,3.0,636283bab49a50e9eb905b05
636284a9b49a50e9eb905b24,rice,0.2,3.0,636284a7b49a50e9eb905b17
636284af6e9efd07132e1ea6,rice,0.2,3.0,636284ad6e9efd07132e1e99
6362b3a9a938d8bb573d9d1d,rice,0.2,3.0,6362b3a7a938d8bb573d9d10
6362b5a39e124704968c431d,rice,0.2,3.0,6362b5a09e124704968c4310
6362b5d39e124704968c432f,rice,0.2,3.0,6362b5d19e124704968c4322
6362b6399e124704968c4341,rice,0.2,3.0,6362b6369e124704968c4334
6362b656d3e78e49f3a69fe5,rice,0.2,3.0,6362b654d3e78e49f3a69fd8
6362d064fdf5235db89646af,rice,0.2,3.0,6362d061fdf5235db89646a2
6362d0bdfdf5235db89646c1,rice,0.2,3.0,6362d0bbfdf5235db89646b4
636638b9bb2a3fccd3b0f736,rice,0.2,3.0,636638b7bb2a3fccd3b0f729
6367a563933776dfd090a2e6,rice,0.2,3.0,6367a561933776dfd090a2d9
6367a647df1e500dcec48093,rice,0.2,3.0,6367a645df1e500dcec48086
6367a9f1fd8b1d8275a40e89,rice,0.2,3.0,6367a9effd8b1d8275a40e7c
6367ab93fd8b1d8275a40e9b,rice,0.2,3.0,6367ab90fd8b1d8275a40e8e
6367abe0fd8b1d8275a40ead,rice,0.2,3.0,6367abdefd8b1d8275a40ea0
6367ac03fd8b1d8275a40ebf,rice,0.2,3.0,6367ac00fd8b1d8275a40eb2
6367e5933d3fae368253701e,rice,0.2,3.0,6367e5913d3fae3682537011
6367e773f4149573362e77ee,rice,0.2,3.0,6367e771f4149573362e77e1
6367ed3e38ba0acbd8c4b5cc,rice,0.2,3.0,6367ed3b38ba0acbd8c4b5bf
6367f3b0c41d084d436637c0,rice,0.2,3.0,6367f3adc41d084d436637b3
6367f3bec41d084d436637d2,rice,0.2,3.0,6367f3bbc41d084d436637c5
6367f44ec41d084d436637e4,rice,0.2,3.0,6367f44cc41d084d436637d7
6367f47ec41d084d436637f6,rice,0.2,3.0,6367f47cc41d084d436637e9
636a6cd8228e8a3c98a6defd,rice,0.2,3.0,636a6cd6228e8a3c98a6def0
636a6d46228e8a3c98a6df10,rice,0.2,3.0,636a6d44228e8a3c98a6df03
636a6db9228e8a3c98a6df22,rice,0.2,3.0,636a6db7228e8a3c98a6df15
636a6e5f228e8a3c98a6df34,rice,0.2,3.0,636a6e5d228e8a3c98a6df27
636a7371225be88355ea91c5,rice,0.2,3.0,636a736f225be88355ea91b8
636a7477225be88355ea91d7,rice,0.2,3.0,636a7475225be88355ea91ca
636a74a1225be88355ea91e9,rice,0.2,3.0,636a749f225be88355ea91dc
636a7513225be88355ea91fb,rice,0.2,3.0,636a7511225be88355ea91ee
6370007b203f856915867c71,rice,0.2,3.0,63700079203f856915867c64
